% b (um)                                          ,w (um)                                            ,Ef (eV)                                           ,freq (THz)                                        ,S11 (1)                                           ,Absorptance (1)
4.0421,11.577,0.35337,1.5,0.6380707148795548-0.2048051457825635j            ,0.550920615
4.0421,11.577,0.35337,1.6,0.5547824840056808-0.33620606065356057j           ,0.57918188
4.0421,11.577,0.35337,1.7,0.44314227941281376-0.4413273518517202j           ,0.608855089
4.0421,11.577,0.35337,1.8,0.3107347058665287-0.5128828085349899j            ,0.640395167
4.0421,11.577,0.35337,1.9,0.16775863934753046-0.5457190106565242j           ,0.6740478
4.0421,11.577,0.35337,2,0.026454624898268997-0.5381165453658949j          ,0.709730736
4.0421,11.577,0.35337,2.1,-0.10026248717072896-0.4929991583614618j          ,0.746899264
4.0421,11.577,0.35337,2.2,-0.20104539079183537-0.4184897012622021j          ,0.784447121
4.0421,11.577,0.35337,2.3,-0.2688512953839336-0.32709973958723215j          ,0.820724741
4.0421,11.577,0.35337,2.4,-0.30315242521233426-0.23312891639267044j         ,0.853749515
4.0421,11.577,0.35337,2.5,-0.3102660744706491-0.14876277425647272j          ,0.8816046
4.0421,11.577,0.35337,2.6,-0.30104817892741614-0.08046192338915839j         ,0.902895873
4.0421,11.577,0.35337,2.7,-0.28668166820476854-0.0275212293235118j          ,0.917056203
4.0421,11.577,0.35337,2.8,-0.27454101943591463+0.016427563239061034j        ,0.924357364
4.0421,11.577,0.35337,2.9,-0.266008581758579+0.059884877712099334j          ,0.925653236
4.0421,11.577,0.35337,3,-0.25680750635128025+0.10972607252158749j         ,0.922010094
4.0421,11.577,0.35337,3.1,-0.23912872675539779+0.16862732988457774j         ,0.914382276
4.0421,11.577,0.35337,3.2,-0.20439101746135707+0.23411587612694973j         ,0.903414069
4.0421,11.577,0.35337,3.3,-0.14577616356295764+0.29897301907390766j         ,0.889364444
4.0421,11.577,0.35337,3.4,-0.060155201401405345+0.3525101318650094j         ,0.872117959
4.0421,11.577,0.35337,3.5,0.05066717803988762+0.3823458322032005j           ,0.851244502
4.0421,11.577,0.35337,3.6,0.17937839134783376+0.37647853326453473j          ,0.826087307
4.0421,11.577,0.35337,3.7,0.31329348891634196+0.32553677330885766j          ,0.795872999
4.0421,11.577,0.35337,3.8,0.43532051936061505+0.22505446895360107j          ,0.759846531
4.0421,11.577,0.35337,3.9,0.5258946250427124+0.07748338996596728j           ,0.717431168
4.0421,11.577,0.35337,4,0.565906424027174-0.1065238256551614j             ,0.668402594
4.0421,11.577,0.35337,4.1,0.5403637068969145-0.3081472398244097j            ,0.613052343
4.0421,11.577,0.35337,4.2,0.44212454885089875-0.5022256776175589j           ,0.552295252
4.0421,11.577,0.35337,4.3,0.2746817267733498-0.6609655052408863j            ,0.48767455
4.0421,11.577,0.35337,4.4,0.05295285026869794-0.7589177270852199j           ,0.421239879
4.0421,11.577,0.35337,4.5,-0.19851114349879412-0.7780110201967183j          ,0.355292178
4.0421,11.577,0.35337,4.6,-0.44963809754309636-0.7111563423513191j          ,0.292082238
4.0421,11.577,0.35337,4.7,-0.6701177032383199-0.5634032922682496j           ,0.233518994
4.0421,11.577,0.35337,4.8,-0.8343764735455125-0.3504859888998917j           ,0.180975472
4.0421,11.577,0.35337,4.9,-0.9250136228573004-0.09548556793746296j          ,0.135232304
4.0421,11.577,0.35337,5,-0.9342118661223434+0.17524082262308602j          ,0.096538843
4.1662,10.774,0.1766,0.1,-0.9646734344782634+0.2528432859868333j           ,0.005475438
4.1662,10.774,0.1766,0.2,-0.8627035591946182+0.48425980034632565j          ,0.021235015
4.1662,10.774,0.1766,0.3,-0.7050979755189488+0.6762778255430948j           ,0.045485148
4.1662,10.774,0.1766,0.4,-0.5073218931956428+0.8165821139653969j           ,0.075818148
4.1662,10.774,0.1766,0.5,-0.28640863714329395+0.8989901232467149j          ,0.109786851
4.1662,10.774,0.1766,0.6,-0.058722078641928056+0.9226148310995099j         ,0.145333591
4.1662,10.774,0.1766,0.7,0.16126186236005458+0.890503465881494j            ,0.180998189
4.1662,10.774,0.1766,0.8,0.3613355401539068+0.8083921227098076j            ,0.215938803
4.1662,10.774,0.1766,0.9,0.5314959549002007+0.6838591724557073j            ,0.249848682
4.1662,10.774,0.1766,1,0.663789827635472+0.5258794175835436j             ,0.282833903
4.1662,10.774,0.1766,1.1,0.7522872311738819+0.34463490275205816j           ,0.315290706
4.1662,10.774,0.1766,1.2,0.7932773774305257+0.15139657648187008j           ,0.347790079
4.1662,10.774,0.1766,1.3,0.7856919677756449-0.041711530929656876j          ,0.38094828
4.1662,10.774,0.1766,1.4,0.7316599627082911-0.22226659639114538j           ,0.415271259
4.1662,10.774,0.1766,1.5,0.6369705165693175-0.3785784605985448j            ,0.45094691
4.1662,10.774,0.1766,1.6,0.51104897343831-0.5012196591899667j              ,0.4876078
4.1662,10.774,0.1766,1.7,0.36597162364416413-0.5847436248062302j           ,0.524139664
4.1662,10.774,0.1766,1.8,0.2143041620808521-0.6287923370334347j            ,0.558693923
4.1662,10.774,0.1766,1.9,0.06632297732389075-0.6376327238084832j           ,0.589025772
4.1662,10.774,0.1766,2,-0.07197877014664453-0.6178245838056076j          ,0.61311184
4.1662,10.774,0.1766,2.1,-0.1987736808105444-0.5750904678330938j           ,0.629759978
4.1662,10.774,0.1766,2.2,-0.3142092893356876-0.5122459126337928j           ,0.638876647
4.1662,10.774,0.1766,2.3,-0.417638350933055-0.4292842510410876j            ,0.64129324
4.1662,10.774,0.1766,2.4,-0.5058978958011137-0.32516019979128846j          ,0.638338163
4.1662,10.774,0.1766,2.5,-0.5732236982615785-0.19998711665158517j          ,0.631419745
4.1662,10.774,0.1766,2.6,-0.6123948818970052-0.05662803567951288j          ,0.621765774
4.1662,10.774,0.1766,2.7,-0.6163892754345653+0.09867125997709328j          ,0.610328244
4.1662,10.774,0.1766,2.8,-0.5800065813724167+0.25650927042756344j          ,0.59779536
4.1662,10.774,0.1766,2.9,-0.5011804084614951+0.4051840093349542j           ,0.584644117
4.1662,10.774,0.1766,3,-0.38184448763423984+0.5319769034941236j          ,0.571195361
4.1662,10.774,0.1766,3.1,-0.22826822177697695+0.6246998982227588j          ,0.557643656
4.1662,10.774,0.1766,3.2,-0.0507762615690854+0.6733244751600677j           ,0.544055922
4.1662,10.774,0.1766,3.3,0.1371990749675166+0.6714513094078093j            ,0.530329553
4.1662,10.774,0.1766,3.4,0.32066893031839916+0.6172856900725464j           ,0.516129814
4.1662,10.774,0.1766,3.5,0.48494768166524704+0.5138064476832367j           ,0.50082868
4.1662,10.774,0.1766,3.6,0.61729824110149+0.3680033512030642j              ,0.483516415
4.1662,10.774,0.1766,3.7,0.7077701322619476+0.18952696705781077j           ,0.463140969
4.1662,10.774,0.1766,3.8,0.7490683242503162-0.010480228635746616j          ,0.43878681
4.1662,10.774,0.1766,3.9,0.7360332405185291-0.2196862858788143j            ,0.409993005
4.1662,10.774,0.1766,4,0.66571855807975-0.42412386022978393j             ,0.376937753
4.1662,10.774,0.1766,4.1,0.5384994529054523-0.6079706792190894j            ,0.340389992
4.1662,10.774,0.1766,4.2,0.3596010050751573-0.7544568377425176j            ,0.301481997
4.1662,10.774,0.1766,4.3,0.13999287331321586-0.8478958337563404j           ,0.261474651
4.1662,10.774,0.1766,4.4,-0.10392467732562989-0.8761154545595418j          ,0.221621372
4.1662,10.774,0.1766,4.5,-0.35175213850283826-0.8325463185617152j          ,0.183137061
4.1662,10.774,0.1766,4.6,-0.5812924346931924-0.7175967424703392j           ,0.147154021
4.1662,10.774,0.1766,4.7,-0.7712164545233027-0.539073424538188j            ,0.114625023
4.1662,10.774,0.1766,4.8,-0.9037575011955921-0.3114610425666633j           ,0.086214398
4.1662,10.774,0.1766,4.9,-0.9668641718489313-0.05413083855931304j          ,0.062243526
4.1662,10.774,0.1766,5,-0.9553630586624304+0.21109601029895886j          ,0.042719901
4.0401,10.127,0.37945,0.1,-0.9621546831866219+0.25177910230067285j          ,0.010865649
4.0401,10.127,0.37945,0.2,-0.8553138796252119+0.47676468056590027j          ,0.041133607
4.0401,10.127,0.37945,0.3,-0.6964641371948542+0.6557089614878368j           ,0.084983463
4.0401,10.127,0.37945,0.4,-0.5061619516859726+0.7798548605227426j           ,0.135626475
4.0401,10.127,0.37945,0.5,-0.3028646808200819+0.8490321498531105j           ,0.187417394
4.0401,10.127,0.37945,0.6,-0.100566980271+0.8678645044588195j               ,0.236697484
4.0401,10.127,0.37945,0.7,0.09095656581600357+0.8426672505264389j           ,0.281638808
4.0401,10.127,0.37945,0.8,0.2648984864333873+0.7798288299015045j            ,0.321695788
4.0401,10.127,0.37945,0.9,0.4162180849541938+0.6853440200138411j            ,0.35706608
4.0401,10.127,0.37945,1,0.5408728713930062+0.5649366513614933j            ,0.388303117
4.0401,10.127,0.37945,1.1,0.6354741177003146+0.4243606737468882j            ,0.416090664
4.0401,10.127,0.37945,1.2,0.6972446786534864+0.2696807575467385j            ,0.441122147
4.0401,10.127,0.37945,1.3,0.724159624938044+0.10744628793652802j            ,0.464048133
4.0401,10.127,0.37945,1.4,0.7151809658627344-0.05525990275556209j           ,0.485462529
4.0401,10.127,0.37945,1.5,0.6705356389955895-0.21090200466430606j           ,0.505902301
4.0401,10.127,0.37945,1.6,0.591991243933381-0.3516925717126004j             ,0.525858702
4.0401,10.127,0.37945,1.7,0.4831038079928648-0.46991788130665185j           ,0.545787896
4.0401,10.127,0.37945,1.8,0.34940147088495943-0.5583898791169511j           ,0.566119355
4.0401,10.127,0.37945,1.9,0.19845847830027366-0.6110285094822371j           ,0.587258393
4.0401,10.127,0.37945,2,0.03979356336238604-0.6235684088761188j           ,0.609578912
4.0401,10.127,0.37945,2.1,-0.1154978024056388-0.5943555127176925j           ,0.633401782
4.0401,10.127,0.37945,2.2,-0.2554844200043005-0.5251416403992193j           ,0.658953969
4.0401,10.127,0.37945,2.3,-0.36860666865465663-0.42169197938125963j         ,0.686304998
4.0401,10.127,0.37945,2.4,-0.44534629997263614-0.2939102180005231j          ,0.715283457
4.0401,10.127,0.37945,2.5,-0.4801596229110938-0.1551029491009844j           ,0.745389812
4.0401,10.127,0.37945,2.6,-0.4731391143573398-0.020106000254033144j         ,0.775735127
4.0401,10.127,0.37945,2.7,-0.4306000184408954+0.09762968022820992j          ,0.80505207
4.0401,10.127,0.37945,2.8,-0.36383883643447+0.1892339001821785j             ,0.831811832
4.0401,10.127,0.37945,2.9,-0.2859637031870723+0.25255342096972566j          ,0.85444153
4.0401,10.127,0.37945,3,-0.2077957472874474+0.29196849323699237j          ,0.871575326
4.0401,10.127,0.37945,3.1,-0.13462438090817488+0.3156520923330176j          ,0.882240033
4.0401,10.127,0.37945,3.2,-0.06535031467059671+0.3314027950678545j          ,0.885901524
4.0401,10.127,0.37945,3.3,0.005680148057684357+0.3429214943710898j          ,0.882372585
4.0401,10.127,0.37945,3.4,0.08511967285951784+0.34800159530241503j          ,0.871649531
4.0401,10.127,0.37945,3.5,0.1768359311919818+0.33906730551883557j           ,0.853762416
4.0401,10.127,0.37945,3.6,0.27912792666324987+0.3055990066483138j           ,0.828696848
4.0401,10.127,0.37945,3.7,0.38359078886742665+0.23759101943819244j          ,0.796408614
4.0401,10.127,0.37945,3.8,0.4758157391684236+0.12916406254737667j           ,0.756916027
4.0401,10.127,0.37945,3.9,0.5377897723315213-0.018467323652697952j          ,0.710441119
4.0401,10.127,0.37945,4,0.5516025019748807-0.19539227693962946j           ,0.657556538
4.0401,10.127,0.37945,4.1,0.5037509570102982-0.38333965321216945j           ,0.599285684
4.0401,10.127,0.37945,4.2,0.38901158211438797-0.5581652245310254j           ,0.537121571
4.0401,10.127,0.37945,4.3,0.21276451109875774-0.6941231543451558j           ,0.472924309
4.0401,10.127,0.37945,4.4,-0.009056236278032837-0.7688909091383661j         ,0.408724754
4.0401,10.127,0.37945,4.5,-0.2524796054302345-0.7679724404568432j           ,0.34647238
4.0401,10.127,0.37945,4.6,-0.4897498273051176-0.6872738378517996j           ,0.287799778
4.0401,10.127,0.37945,4.7,-0.6940481747826079-0.5333205927583429j           ,0.233866276
4.0401,10.127,0.37945,4.8,-0.8434363656541282-0.32140564347797274j          ,0.185313509
4.0401,10.127,0.37945,4.9,-0.923257261628321-0.07252657525619094j           ,0.142335925
4.0401,10.127,0.37945,5,-0.926876998184057+0.18989693810144387j           ,0.104838183
2.4877,13.207,0.25279,0.1,-0.9637942591197994+0.25257664709972233j          ,0.007305663
2.4877,13.207,0.25279,0.2,-0.8597177471733994+0.482279662911864j            ,0.028291722
2.4877,13.207,0.25279,0.3,-0.7000664063816674+0.6703762741154272j           ,0.060502678
2.4877,13.207,0.25279,0.4,-0.5016968067835935+0.8046926045196209j           ,0.100770126
2.4877,13.207,0.25279,0.5,-0.2826253318173039+0.8798015361962404j           ,0.146072179
2.4877,13.207,0.25279,0.6,-0.05969520680114423+0.8957267728565921j          ,0.194110031
2.4877,13.207,0.25279,0.7,0.15240624161516964+0.8563005448518386j           ,0.243521714
2.4877,13.207,0.25279,0.8,0.34121161778177855+0.7679524444182436j           ,0.293823675
2.4877,13.207,0.25279,0.9,0.4962438247388385+0.639166597260721j             ,0.345208127
2.4877,13.207,0.25279,1,0.6089967578660539+0.48046634029203705j           ,0.398275045
2.4877,13.207,0.25279,1.1,0.673434089889412+0.30458297809114465j            ,0.453715736
2.4877,13.207,0.25279,1.2,0.687102318187363+0.12633054622312143j            ,0.511930997
2.4877,13.207,0.25279,1.3,0.6526407983162683-0.038388274538085736j          ,0.572586329
2.4877,13.207,0.25279,1.4,0.578970611684415-0.17491581881743723j            ,0.634197487
2.4877,13.207,0.25279,1.5,0.48093760700921223-0.2733615423989467j           ,0.693972485
2.4877,13.207,0.25279,1.6,0.3763190253682698-0.3319441181815583j            ,0.748197094
2.4877,13.207,0.25279,1.7,0.28058226966383-0.35785280800698654j             ,0.793214958
2.4877,13.207,0.25279,1.8,0.20190990789302593-0.3641764079829696j           ,0.826607933
2.4877,13.207,0.25279,1.9,0.13954610785390625-0.36417995764579253j          ,0.847899842
2.4877,13.207,0.25279,2,0.086286299245548-0.3662499887700686j             ,0.85841562
2.4877,13.207,0.25279,2.1,0.033068109382090635-0.37199183669577335j         ,0.860528574
2.4877,13.207,0.25279,2.2,-0.027050716518933062-0.37742357513088104j        ,0.856819704
2.4877,13.207,0.25279,2.3,-0.09689587506267898-0.3756261251731165j          ,0.849516203
2.4877,13.207,0.25279,2.4,-0.1749779166441914-0.3593311109677462j           ,0.840263881
2.4877,13.207,0.25279,2.5,-0.2563200180043372-0.3227547210106004j           ,0.830129438
2.4877,13.207,0.25279,2.6,-0.3336420757846559-0.2626386257317146j           ,0.819703918
2.4877,13.207,0.25279,2.7,-0.39854616565563494-0.17870706658022087j         ,0.809224738
2.4877,13.207,0.25279,2.8,-0.4425848404540698-0.07375180948443463j          ,0.79867933
2.4877,13.207,0.25279,2.9,-0.4582076388051138+0.046521368936076786j         ,0.787881522
2.4877,13.207,0.25279,3,-0.4396137566733807+0.17382773607407767j          ,0.776523663
2.4877,13.207,0.25279,3.1,-0.38352744336145184+0.2978173184951795j          ,0.764211545
2.4877,13.207,0.25279,3.2,-0.2898813456816264+0.40679150426818433j          ,0.750489477
2.4877,13.207,0.25279,3.3,-0.16235391396086216+0.48865061094353834j         ,0.734861787
2.4877,13.207,0.25279,3.4,-0.008666734808255968+0.5320798127997791j         ,0.716815961
2.4877,13.207,0.25279,3.5,0.15948222239238896+0.5279333622669653j           ,0.695851786
2.4877,13.207,0.25279,3.6,0.3269778159769205+0.4707078354054004j            ,0.671519642
2.4877,13.207,0.25279,3.7,0.4764360822808979+0.3599178363032378j            ,0.643467811
2.4877,13.207,0.25279,3.8,0.5899675451412585+0.20111658548183822j           ,0.611490415
2.4877,13.207,0.25279,3.9,0.6514606412531343+0.006244529278817885j          ,0.575560039
2.4877,13.207,0.25279,4,0.6490921868471758-0.2070101176618488j            ,0.535826144
2.4877,13.207,0.25279,4.1,0.5775329311639881-0.4169852680743338j            ,0.492579
2.4877,13.207,0.25279,4.2,0.43923526647953265-0.6007221633342452j           ,0.446205263
2.4877,13.207,0.25279,4.3,0.24444877209478108-0.7369202900990288j           ,0.397193284
2.4877,13.207,0.25279,4.4,0.010130789057040315-0.8084993431949917j          ,0.346226179
2.4877,13.207,0.25279,4.5,-0.2417507164747392-0.804504877447244j            ,0.294328493
2.4877,13.207,0.25279,4.6,-0.48626612025516824-0.7215331182527338j          ,0.24293522
2.4877,13.207,0.25279,4.7,-0.6981014973423422-0.5646930292360034j           ,0.193776082
2.4877,13.207,0.25279,4.8,-0.8547335003357933-0.3476174480513087j           ,0.148592753
2.4877,13.207,0.25279,4.9,-0.9396241609022721-0.09098730845187704j          ,0.108827746
2.4877,13.207,0.25279,5,-0.9444930177356493+0.1803502078221203j           ,0.075406742
2.623,11.253,0.38289,0.1,-0.9630144671623411+0.2521883293682729j           ,0.009004183
2.623,11.253,0.38289,0.2,-0.8576508267638348+0.4795901038458464j           ,0.034428392
2.623,11.253,0.38289,0.3,-0.6985423529510426+0.6632112947043172j           ,0.07218936
2.623,11.253,0.38289,0.4,-0.5044662502561862+0.7926247179380137j           ,0.117259859
2.623,11.253,0.38289,0.5,-0.2937095609269646+0.8652237465065302j           ,0.165122562
2.623,11.253,0.38289,0.6,-0.08154407300813367+0.8836375029480585j          ,0.212535328
2.623,11.253,0.38289,0.7,0.12023887371129609+0.8531821435691815j           ,0.257622843
2.623,11.253,0.38289,0.8,0.30269793590098887+0.7802374774886045j           ,0.299603438
2.623,11.253,0.38289,0.9,0.45888435778082753+0.6715570031792765j           ,0.338436338
